DATAFLOW,LAST UPDATE,freq,unit,c_birth,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2005,20.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2006,24.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2007,19.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2008,22.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2009,26.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2010,26.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2011,24.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2012,24.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2013,23.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2014,24.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2015,23.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2016,19.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2017,18.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2018,17.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2019,14.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2020,15.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2021,16.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,LV,2022,16.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2013,33.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2014,31.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2015,31.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2016,29.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2017,29.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2018,28.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2019,30.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2020,32.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,ME,2021,29.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2010,32.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2011,33.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2012,31.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2013,31.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2014,28.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2015,27.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2016,28.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2017,29.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2018,29.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2019,27.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MK,2020,30.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2005,18.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2006,18.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2007,19.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2008,20.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2009,21.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2010,21.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2011,23.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2012,22.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2013,24.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2014,23.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2015,22.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2016,19.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2017,20.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2018,20.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2019,20.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2020,21.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2021,19.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,MT,2022,18.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2005,13.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2006,10.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2007,12.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2008,11.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2009,13.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2010,11.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2011,10.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2012,9.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2013,8.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2014,10.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2015,11.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2016,10.6,b
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2017,10.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2018,8.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2019,9.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2020,9.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2021,7.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NL,2022,6.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2003,6.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2004,6.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2005,6.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2006,6.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2007,7.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2008,6.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2009,8.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2010,9.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2011,5.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2012,5.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2013,7.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2014,7.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2015,8.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2016,10.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2017,9.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2018,8.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2019,8.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2020,9.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2021,8.9,b
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,NO,2022,10.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2005,29.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2006,26.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2007,24.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2008,22.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2009,23.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2010,23.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2011,21.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2012,21.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2013,23.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2014,21.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2015,22.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2016,21.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2017,13.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2018,12.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2019,13.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2020,14.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2021,14.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PL,2022,14.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2004,24.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2005,23.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2006,20.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2007,21.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2008,23.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2009,22.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2010,21.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2011,20.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2012,21.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2013,24.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2014,25.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2015,24.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2016,22.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2017,20.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2018,19.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2019,18.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2020,19.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2021,19.8,b
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,PT,2022,16.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2007,32.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2008,32.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2009,31.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2010,32.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2011,33.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2012,33.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2013,35.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2014,39.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2015,38.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2016,37.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2017,31.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2018,31.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2019,30.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2020,29.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2021,29.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RO,2022,27.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2013,,z
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2014,29.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2015,31.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2016,31.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2017,31.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2018,29.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2019,30.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2020,24.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,RS,2021,22.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2004,7.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2005,7.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2006,7.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2007,7.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2008,8.7,b
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2009,9.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2010,9.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2011,9.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2012,8.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2013,9.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2014,7.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2015,6.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2016,6.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2017,7.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2018,8.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2019,7.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2020,6.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2021,7.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SE,2022,5.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2005,10.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2006,10.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2007,10.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2008,10.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2009,9.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2010,11.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2011,12.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2012,10.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2013,11.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2014,11.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2015,11.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2016,9.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2017,10.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2018,9.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2019,7.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2020,8.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2021,7.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SI,2022,7.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2005,18.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2006,17.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2007,17.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2008,16.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2009,16.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2010,18.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2011,21.0,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2012,21.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2013,20.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2014,19.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2015,20.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2016,20.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2017,19.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2018,20.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2019,18.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2020,16.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2021,17.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,SK,2022,22.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2006,36.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2007,34.4,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2008,34.3,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2009,35.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2010,33.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2011,32.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2012,34.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2013,34.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2014,33.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2015,32.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2016,33.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2017,33.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2018,34.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2019,33.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2020,33.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,TR,2021,34.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2005,20.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2006,21.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2007,20.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2008,23.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2009,18.9,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2010,19.1,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2011,16.2,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2012,15.4,b
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2013,16.6,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2014,16.7,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2015,16.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2016,16.8,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2017,19.0,b
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,UK,2018,21.5,
ESTAT:ILC_LI34(1.0),16/11/23 23:00:00,A,PC,NAT,XK,2018,29.8,
